reactant-1,reactant-2,reagent-1,reagent-2,catalyst-1,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,product,temperature_c,reaction_time_s,yield_percent
Ic1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,89.21675109863281
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc2nocc2c1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,4.220973014831543
Brc1ccccn1,Cc1ccc(N)cc1,Cc1ccno1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,37.832950592041016
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,3.597790002822876
Brc1cccnc1,Cc1ccc(N)cc1,Fc1cccc(F)c1-c1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,10.081735610961914
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,18.974170684814453
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc2nocc2c1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,3.342369556427002
Clc1cccnc1,Cc1ccc(N)cc1,c1ccc(-c2ccon2)cc1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,63.264434814453125
Brc1cccnc1,Cc1ccc(N)cc1,c1ccc2oncc2c1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,53.552913665771484
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,6.5812668800354
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,47.09764862060547
Ic1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,26.75613021850586
COc1ccc(I)cc1,Cc1ccc(N)cc1,COC(=O)c1ccno1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,2.8719654083251953
FC(F)(F)c1ccc(Cl)cc1,Cc1ccc(N)cc1,c1ccc(-c2ncno2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,0.0
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1cc(C)on1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,3.019148588180542
CCc1ccc(Br)cc1,Cc1ccc(N)cc1,Cc1cc(C)on1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,33.44114303588867
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,COC(=O)c1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,4.278834342956543
Clc1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,17.228256225585938
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.0
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccon2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,48.06786346435547
FC(F)(F)c1ccc(Cl)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,14.49254322052002
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc2nocc2c1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,23.70536231994629
Brc1ccccn1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2cccs2)on1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,45.983909606933594
COc1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1ccno1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.0
Clc1ccccn1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2cccs2)on1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,82.32171630859375
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,Cc1cc(-n2cccc2)no1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,36.42505645751953
Clc1ccccn1,Cc1ccc(N)cc1,Cc1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,28.400726318359375
COc1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.0
Brc1ccccn1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,91.65243530273438
Brc1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(OC)no1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,21.194446563720703
COc1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.448085755109787
Clc1cccnc1,Cc1ccc(N)cc1,Cc1cc(C)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,8.990373611450195
Clc1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,3.149733304977417
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,1.112658977508545
COc1ccc(Br)cc1,Cc1ccc(N)cc1,COC(=O)c1ccno1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,4.728362083435059
COc1ccc(Br)cc1,Cc1ccc(N)cc1,COC(=O)c1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,4.778365612030029
Brc1cccnc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2ccco2)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,45.30338668823242
Clc1cccnc1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,7.007309913635254
COc1ccc(Br)cc1,Cc1ccc(N)cc1,Cc1ccon1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,44.72607421875
Ic1ccccn1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,19.12358283996582
Brc1ccccn1,Cc1ccc(N)cc1,Cc1cc(-n2cccc2)no1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,61.25906753540039
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,41.728023529052734
COc1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,15.166648864746094
COc1ccc(Br)cc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2cccs2)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,36.98776626586914
CCc1ccc(Br)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,13.893502235412598
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.0
Clc1ccccn1,Cc1ccc(N)cc1,Cc1cc(C)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,79.07949829101562
COc1ccc(I)cc1,Cc1ccc(N)cc1,Cc1ccon1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,53.33496856689453
COc1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc(-c2ncno2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,3.841376543045044
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,15.238016128540039
