reactant-1,reactant-2,product,temperature_c,reaction_time_s,yield_percent
CCN(CC)C(=O)Oc1ccc2ccccc2n1,OB(O)c1ccccc1,c1ccc(-c2ccc3ccccc3n2)cc1,150.0,36000.0,51.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CCCCN=C=O,CCCCNC(=O)c1ccc2ccccc2c1,80.0,86400.0,0.0
CCN(CC)C(=O)Oc1cccnc1,COc1cccc(B(O)O)c1,COc1cccc(-c2cccnc2)c1,150.0,36000.0,65.0
COc1cccc2ccccc12,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc3ccccc23)cc1,25.0,86400.0,96.0
CCN(CC)C(=O)Oc1ccc2ccccc2c1,Cc1ccc(B(O)O)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,150.0,45000.0,84.0
[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(CO[Si](C)(C)C(C)(C)C)cc1,COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)OCc1cccc(-c2ccc3ccccc3c2)c1,25.0,32400.0,62.0
CC1(C)COB(c2ccccc2)OC1,CCN(CC)C(=O)Oc1ccc2ccccc2c1,c1ccc(-c2ccc3ccccc3c2)cc1,120.0,86400.0,11.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,345600.0,46.0
C1CCNCC1,CC(C)(C)C(=O)Oc1ccccc1,c1ccc(N2CCCCC2)cc1,80.0,10800.0,74.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,1.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,0.0
CC(C)[Si](c1ccc2ccc(OC(=O)C(C)(C)C)cc2c1)(C(C)C)C(C)C,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccc([Si](C(C)C)(C(C)C)C(C)C)cc2c1,50.0,30600.0,91.0
COc1nc(OC)nc(Oc2ccc3c(C)cc(=O)oc3c2)n1,OB(O)c1ccccc1,Cc1cc(=O)oc2cc(-c3ccccc3)ccc12,110.0,86400.0,84.0
CN(C)C(=O)Oc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,110.0,43200.0,99.0
COc1cccc(CN(C)C)c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc(CN(C)C)c2)cc1,60.0,54000.0,73.0
COc1nc(OC)nc(Oc2cccnc2)n1,OB(O)c1ccccc1,c1ccc(-c2cccnc2)cc1,110.0,86400.0,61.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,90.0,57600.0,92.0
CCN(CC)C(=O)Oc1ccccc1,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2ccccc2)cc1,150.0,72000.0,70.0
COc1cccc2ccccc12,Cc1cc(C)[c]([Mg][Br])c(C)c1,Cc1cc(C)c(-c2cccc3ccccc23)c(C)c1,120.0,57600.0,89.0
CC(C)(C)C(=O)Oc1cccnc1,c1ccc2ocnc2c1,c1cncc(-c2nc3ccccc3o2)c1,120.0,43200.0,81.0
CCN(CC)C(=O)Oc1ccccc1,Cc1ccc(B(O)O)cc1,Cc1ccc(-c2ccccc2)cc1,150.0,72000.0,81.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,70.0
COc1ccc2ccc(O)cc2c1,[Li][c]1ccccc1,Oc1ccc2ccc(-c3ccccc3)cc2c1,25.0,43200.0,89.0
COc1ccc2ccccc2c1,Cc1cccc(C)[c]1[Mg][Br],Cc1cccc(C)c1-c1ccc2ccccc2c1,60.0,14400.0,78.0
COc1cccc(C(F)(F)F)c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc(C(F)(F)F)c2)cc1,120.0,86400.0,69.0
COc1cccc2ccccc12,F[B-](F)(F)c1ccoc1.[K+],c1ccc2c(-c3ccoc3)cccc2c1,110.0,14400.0,0.0
CCOc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,79.0
COc1ccc2ccc(OC(=O)C(C)(C)C)cc2c1,O=C=O,COc1ccc2ccc(C(=O)O)cc2c1,80.0,172800.0,72.0
[Br][Mg][c]1ccccc1,CCN(CC)C(=O)Oc1c(C)cccc1C,Cc1cccc(C)c1-c1ccccc1,25.0,43200.0,9.0
COc1ccc2ccc(-c3ccccc3)cc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccc(-c4ccccc4)cc3c2)cc1,60.0,14400.0,92.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,60.0
COc1ccc(C)cc1,Cn1cnc2ccccc21,Cc1ccc(-c2nc3ccccc3n2C)cc1,90.0,57600.0,55.0
CCCCOc1ccc2cc(OC)ccc2c1,[CH3][Mg][Br],Cc1ccc2cc(C)ccc2c1,80.0,1200.0,99.0
COc1ccc2ccccc2c1,[CH3][Mg][Br],Cc1ccc2ccccc2c1,80.0,1200.0,93.0
CC(C)(C)C(=O)Oc1ccccc1,CC(C)O[PH](=O)OC(C)C,CC(C)OP(=O)(OC(C)C)c1ccccc1,100.0,86400.0,69.0
CCN(CC)C(=O)Oc1ccc2ccccc2c1,OB(O)c1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,180.0,600.0,87.0
CCO[Si](OCC)(OCC)c1ccccc1,COc1ccc2cc(OC(=O)N(C)C)ccc2c1,COc1ccc2cc(-c3ccccc3)ccc2c1,120.0,43200.0,81.0
[Br][Mg][c]1ccccc1,c1ccc2cc3c(cc2c1)oc1cc2ccccc2cc13,Oc1cc2ccccc2cc1-c1cc2ccccc2cc1-c1ccccc1,80.0,7200.0,56.0
[Br][Mg][c]1ccccc1,Cc1ccc(OCCO)cc1,Cc1ccc(-c2ccccc2)cc1,80.0,54000.0,67.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,F[B-](F)(F)c1cccnc1.[K+],c1cncc(-c2cccc3ccccc23)c1,110.0,3600.0,59.0
OB(O)c1ccccc1,CCC(=O)Oc1c2ccccc2cc2ccccc12,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,100.0,21600.0,86.0
CN(C)C(=O)Oc1ccccc1,Cn1cnc2ccccc21,Cn1c(-c2ccccc2)nc2ccccc21,110.0,43200.0,64.0
CCN(CC)C(=O)Oc1ccccc1-c1ccccc1,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2ccccc2-c2ccccc2)cc1,150.0,72000.0,16.0
COCc1c(OC)ccc2cc(OC(C)=O)ccc12,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,COCc1c(OC)ccc2cc(-c3ccccc3)ccc12,110.0,43200.0,61.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,110.0,54000.0,85.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,73.0
COc1ccc(N2CCOCC2)c2ccccc12,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2ccc(N3CCOCC3)c3ccccc23)cc1,120.0,43200.0,66.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,46.0
[Li][c]1ccc(O[Si](C)(C)C(C)(C)C)cc1,COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)Oc1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,88.0
CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,OB(O)c1ccc(F)cc1,Fc1ccc(-c2c3ccccc3cc3ccccc23)cc1,120.0,86400.0,58.0
COc1ccc(C(C)(C)C)cc1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1,60.0,14400.0,94.0
CN(C)C(=O)Oc1ccccc1,Cc1cc2ncn(C)c2cc1C,Cc1cc2nc(-c3ccccc3)n(C)c2cc1C,110.0,43200.0,65.0
CN(C)c1cc[c]([Mg][Br])cc1,COc1ccc2ccccc2c1,CN(C)c1ccc(-c2ccc3ccccc3c2)cc1,25.0,36000.0,97.0
COc1ccc2ccccc2c1,c1ccn2cncc2c1,c1ccc2cc(-c3ncc4ccccn34)ccc2c1,90.0,57600.0,33.0
COc1ccc(B(O)O)cc1,COc1nc(OC)nc(Oc2ccc3ccccc3c2)n1,COc1ccc(-c2ccc3ccccc3c2)cc1,110.0,86400.0,81.0
COc1ccc2ccc(-c3ccc(C(C)(C)C)cc3)cc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccc(-c4ccc(C(C)(C)C)cc4)cc3c2)nc2ccccc21,90.0,57600.0,76.0
OB(O)c1ccccc1,CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,100.0,21600.0,13.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,0.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,F[B-](F)(F)c1cccnc1.[K+],c1cncc(-c2cccc3ccccc23)c1,110.0,3600.0,11.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,48.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,c1ccc2scnc2c1,c1ccc2cc(-c3nc4ccccc4s3)ccc2c1,120.0,43200.0,65.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,63.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CCCCCCN=C=O,CCCCCCNC(=O)c1ccc2ccccc2c1,80.0,86400.0,63.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,24.0
[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(OC)cc1,C[Si](C)(C)Oc1ccc2ccccc2c1,COc1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,70.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,100.0,57600.0,73.0
CCN(CC)C(=O)Oc1cccnc1,Cc1ccc(B(O)O)cc1,Cc1ccc(-c2cccnc2)cc1,150.0,36000.0,87.0
CC(C)(C)C(=O)Oc1ccc2c(O[Si](C)(C)C(C)(C)C)cccc2c1,O=C=O,CC(C)(C)[Si](C)(C)Oc1cccc2cc(C(=O)O)ccc12,80.0,172800.0,69.0
OB(O)c1ccccc1,CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,100.0,21600.0,5.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,150.0,72000.0,61.0
CN(C)C(=O)Oc1ccccc1,c1cocn1,c1ccc(-c2ncco2)cc1,110.0,129600.0,56.0
CC1(C)COB(B2OCC(C)(C)CO2)OC1,COc1ccc2ccccc2c1,c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,120.0,43200.0,82.0
COc1ccc2ccccc2c1,[Li][c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,72.0
CC(C)[CH2][Al]([CH2]C(C)C)[c]1ccccc1,CCN(CC)C(=O)Oc1ccc(OC)cc1,COc1ccc(-c2ccccc2)cc1,70.0,43200.0,0.0
COc1nc(OC)nc(Oc2ccc(C=O)cc2)n1,OB(O)c1ccc(F)cc1,O=Cc1ccc(-c2ccc(F)cc2)cc1,110.0,86400.0,84.0
COc1cccc(-c2ccc(C)cc2)c1,Cn1cnc2ccccc21,Cc1ccc(-c2cccc(-c3nc4ccccc4n3C)c2)cc1,90.0,57600.0,65.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,F[B-](F)(F)c1cccnc1.[K+],c1cncc(-c2cccc3ccccc23)c1,110.0,3600.0,56.0
C[Si](C)(C)Oc1ccc2ccccc2c1,[Li][c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,0.0
O=C(Oc1ccc2ccccc2c1)C12CC3CC(CC(C3)C1)C2,CCCCN=C=O,CCCCNC(=O)c1ccc2ccccc2c1,80.0,86400.0,63.0
COc1ccc2c(c1)CCCC2,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3c(c2)CCCC3)cc1,60.0,54000.0,2.0
COC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,O=C(Cc1ccccc1)c1ccccc1,COC(=O)c1ccc(C(C(=O)c2ccccc2)c2ccccc2)cc1,150.0,86400.0,57.0
COc1ccc(Oc2nc(OC)nc(OC)n2)cc1,Cc1ccc(B(O)O)cc1,COc1ccc(-c2ccc(C)cc2)cc1,110.0,86400.0,91.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,OB(O)c1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,41.0
COC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,COC(=O)c1ccc(-c2ccc(F)cc2)cc1,110.0,43200.0,75.0
COc1ccc2c(c1)CCCC2,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3c(c2)CCCC3)cc1,60.0,54000.0,93.0
CC(C)Oc1cccc2ccccc12,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc3ccccc23)cc1,25.0,86400.0,90.0
COC(=O)c1ccc2cc(OC(=O)C(C)(C)C)ccc2c1,COc1ccc(C(C)=O)cc1,COC(=O)c1ccc2cc(CC(=O)c3ccc(OC)cc3)ccc2c1,150.0,86400.0,49.0
COc1ccc2cc([Si](C)(C)C)ccc2c1,[Li][c]1ccccc1,C[Si](C)(C)c1ccc2cc(-c3ccccc3)ccc2c1,25.0,43200.0,92.0
CCc1ccc(OC)cc1,Cn1cnc2ccccc21,CCc1ccc(-c2nc3ccccc3n2C)cc1,90.0,57600.0,75.0
CC(C)(C)C(=O)Oc1ccc2c(c1)OCO2,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2c(c1)OCO2,50.0,30600.0,57.0
CC(=O)Oc1ccc2ccccc2c1,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,c1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,51.0
CCO[Si](OCC)(OCC)c1cccc(C)c1,CN(C)C(=O)Oc1cc2ccccc2c2ccccc12,Cc1cccc(-c2cc3ccccc3c3ccccc23)c1,120.0,43200.0,47.0
COc1ccccc1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccc2)cc1,60.0,14400.0,94.0
COc1cc(OC)c[c]([Al]([CH2]C(C)C)[CH2]C(C)C)c1,CCN(CC)C(=O)Oc1cccnc1,COc1cc(OC)cc(-c2cccnc2)c1,50.0,86400.0,90.0
CN(C)C(=O)Oc1ccccc1,c1ccc2c(c1)ncn2CCN1CCOCC1,c1ccc(-c2nc3ccccc3n2CCN2CCOCC2)cc1,110.0,43200.0,84.0
CCn1cnc2ccccc21,COc1ccc2ccccc2c1,CCn1c(-c2ccc3ccccc3c2)nc2ccccc21,90.0,57600.0,75.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,86400.0,24.0
CC(C)[CH2][Al]([CH2]C(C)C)[c]1ccccc1,CCN(CC)C(=O)Oc1ccc(C(F)(F)F)cc1,FC(F)(F)c1ccc(-c2ccccc2)cc1,50.0,86400.0,91.0
COc1ccc(N(C)C)cc1,Cn1cnc2ccccc21,CN(C)c1ccc(-c2nc3ccccc3n2C)cc1,90.0,57600.0,87.0
CC1(C)COB(c2ccc3c(c2)OCO3)OC1,CCN(CC)C(=O)Oc1ccccc1,c1ccc(-c2ccc3c(c2)OCO3)cc1,150.0,72000.0,75.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,110.0,86400.0,92.0
CN(C)C(=O)Oc1ccc2ccccc2c1,Cn1cnc(-c2ccc(C#N)cc2)c1,Cn1cc(-c2ccc(C#N)cc2)nc1-c1ccc2ccccc2c1,110.0,129600.0,72.0
COc1ccc(B(O)O)cc1,COc1nc(OC)nc(Oc2ccc(C(C)(C)C)cc2)n1,COc1ccc(-c2ccc(C(C)(C)C)cc2)cc1,110.0,86400.0,85.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][I])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,60.0,86400.0,88.0
[Br][Mg][c]1ccc2ccccc2c1,COc1ccc2ccccc2c1,c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,60.0,14400.0,99.0
CC(C)(C)C(=O)Oc1ccncc1,CC(C)O[PH](=O)OC(C)C,CC(C)OP(=O)(OC(C)C)c1ccncc1,110.0,165600.0,71.0
CCN(CC)C(=O)Oc1ccc2ccccc2c1,Cc1ccc(B(O)O)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,150.0,18000.0,84.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC1(C)OB([Si](C)(C)c2ccccc2)OC1(C)C,C[Si](C)(c1ccccc1)c1ccc2ccccc2c1,50.0,30600.0,51.0
[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(C(=O)N(C(C)C)C(C)C)cc1,C[Si](C)(C)Oc1ccc2ccccc2c1,CC(C)N(C(=O)c1ccc(-c2ccc3ccccc3c2)cc1)C(C)C,25.0,43200.0,53.0
COc1cccc(C(F)(F)F)c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc(C(F)(F)F)c2)cc1,60.0,14400.0,46.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,COc1ccc(C(C)=O)cc1,COc1ccc(C(=O)Cc2cccc3ccccc23)cc1,150.0,86400.0,89.0
COc1ccc2c(c1)CCCC2,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3c(c2)CCCC3)cc1,60.0,54000.0,15.0
CC(=O)c1ccccc1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccc2ccccc2c1)c1ccccc1,130.0,86400.0,43.0
COc1cc(C)cc(C)c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cc(C)cc(C)c2)cc1,60.0,14400.0,96.0
CC(C)(C)C(=O)Oc1ccccc1,c1ccc(N2CCNCC2)nc1,c1ccc(N2CCN(c3ccccn3)CC2)cc1,80.0,10800.0,87.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,21.0
Cc1ccc(OC(=O)N(C)C)cc1C,Cn1cnc2ccccc21,Cc1ccc(-c2nc3ccccc3n2C)cc1C,110.0,43200.0,74.0
COc1cccc(O)c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc(O)c2)cc1,90.0,54000.0,75.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,25.0,86400.0,92.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,F[B-](F)(F)c1ccsc1.[K+],c1ccc2c(-c3ccsc3)cccc2c1,110.0,14400.0,75.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,86400.0,13.0
CC1(C)COB(B2OCC(C)(C)CO2)OC1,COc1ccc2ccc3cccc4ccc1c2c34,c1cc2ccc3ccc(-c4ccc5ccc6cccc7ccc4c5c67)c4ccc(c1)c2c34,120.0,43200.0,80.0
COc1ccc2ccccc2c1,[CH3][Mg][Br],Cc1ccc2ccccc2c1,80.0,1200.0,60.0
COc1ccc2ccccc2c1,[CH3][Mg][Br],Cc1ccc2ccccc2c1,80.0,1200.0,7.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,0.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,0.0
COc1ccc(/C=C/c2ccccc2)cc1,[CH3][Mg][Br],Cc1ccc(/C=C/c2ccccc2)cc1,110.0,1200.0,93.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccccc1)c1ccccc1,O=C(c1ccccc1)C(c1ccccc1)c1ccc2ccccc2c1,150.0,86400.0,79.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,86400.0,3.0
CC1(C)COB(B2OCC(C)(C)CO2)OC1,COc1ccc2ccccc2c1C,Cc1cc2ccccc2cc1-c1ccc2ccccc2c1C,120.0,43200.0,35.0
COc1ccc(OC(=O)C(C)(C)C)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,110.0,86400.0,24.0
CCO[Si](OCC)(OCC)c1cccc(C)c1,CN(C)C(=O)Oc1ccc(-c2ccccc2)cc1,Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1,120.0,43200.0,24.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,c1ccc2ocnc2c1,c1ccc2cc(-c3nc4ccccc4o3)ccc2c1,90.0,43200.0,80.0
COc1ccc2cc(C3CC3)ccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3cc(C4CC4)ccc3c2)cc1,60.0,86400.0,68.0
CC(C)(C)C(=O)Oc1ccccc1,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,Cc1ccc(-c2ccccc2)cc1,110.0,43200.0,1.0
COc1ccc2ccccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,50.0,32400.0,68.0
COc1ccc2ccccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(-c2ccccc2)cc1,c1ccc(-c2ccc(-c3ccc4ccccc4c3)cc2)cc1,25.0,32400.0,87.0
CC(C)(C)C(=O)Oc1ccccc1,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,Cc1ccc(-c2ccccc2)cc1,110.0,43200.0,1.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,10.0
O=C(Oc1ccc2ccccc2c1)c1ccccn1,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,c1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,5.0
COc1ccc2ccc(-c3ccc(C(C)(C)C)cc3)cc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccc(-c4ccc(C(C)(C)C)cc4)cc3c2)cc1,60.0,14400.0,81.0
C1COCCN1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,c1ccc2cc(N3CCOCC3)ccc2c1,80.0,10800.0,99.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,c1ccc2ocnc2c1,c1ccc2cc(-c3nc4ccccc4o3)ccc2c1,120.0,43200.0,79.0
CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,Cc1ccc(B(O)O)cc1,Cc1ccc(-c2c3ccccc3cc3ccccc23)cc1,120.0,43200.0,97.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,87.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,0.0
COc1ccc2ccccc2c1,Cc1cccc(-n2cnc3ccccc32)c1,Cc1cccc(-n2c(-c3ccc4ccccc4c3)nc3ccccc32)c1,90.0,57600.0,68.0
[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(C2(C)OCCO2)cc1,COc1ccc2ccccc2c1,CC1(c2ccc(-c3ccc4ccccc4c3)cc2)OCCO1,25.0,32400.0,24.0
COc1ccc2ccccc2c1,[Li][c]1cc2ccccc2n1C,Cn1c(-c2ccc3ccccc3c2)cc2ccccc21,70.0,43200.0,90.0
COc1nc(OC)nc(Oc2ccc(C)cc2)n1,OB(O)c1ccc(F)cc1,Cc1ccc(-c2ccc(F)cc2)cc1,110.0,86400.0,88.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,91.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,51.0
CN(C)C(=O)Oc1ccccc1,Cn1cnc2ccccc21,Cn1c(-c2ccccc2)nc2ccccc21,110.0,43200.0,44.0
COC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,COC(=O)c1ccc(-c2ccccc2)cc1,110.0,43200.0,68.0
COc1ccc2cc(/C=C/c3ccccc3)ccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3cc(/C=C/c4ccccc4)ccc3c2)nc2ccccc21,90.0,57600.0,41.0
COc1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3cc(-n4c5ccccc5c5ccccc54)ccc3c2)nc2ccccc21,90.0,57600.0,71.0
COc1ccccc1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccc2)cc1,60.0,14400.0,40.0
CN(C)C(=O)Oc1cccc2ncccc12,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,c1ccc(-c2cccc3ncccc23)cc1,110.0,57600.0,80.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CCCCN=C=O,CCCCNC(=O)c1ccc2ccccc2c1,70.0,86400.0,40.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,12.0
