artifact_id,old_path,object_type,size_bytes,sha256,disposition,artifact_class,origin,new_path,source_license_candidate_id,audited_license_id,audit_evidence_type,audit_evidence_ref,attribution_requirement,share_alike_requirement,redistribution_status_after_license_audit,release_allowlist_status,decision,rationale,license_text_path,next_gate
dataset-artifact-42579d3ff92cf96d54123f2a,processing,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing,provenance/artifact-inventory.csv#dataset-artifact-42579d3ff92cf96d54123f2a,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-3f0606a8b7a5aaacbce83d9d,reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_autogluon.png,file,53240,61df6c74a4aed781080b7e72e82da687e19a1f4058258352d053b47f546144a2,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-9d6c3cfecef601412c8ed2d0,reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_rf.png,file,83063,5da0e2ab89a155ee9c29b99b7380f529063895ac25da2f2ea1fda69f37bcef44,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-ea0148313b8acccb8b6cc8d9,reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_svm.png,file,72075,ece6933bb560063f19c8679f7cc79e68cb473351a7ef22d1620e2177c32f92f6,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-6468397d887b3da7a4f03dbd,reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_xgb.png,file,80186,10e229c346238ec4f33401c7428d3c9c2a6886639cb7a08aea41e9ed76f01d37,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/pictures/scatter_rdkit2d_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-c2011b46d40873aa2764a518,reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/report.html,file,2320402,5d223be8268fb4c195dbef57cd5926e422096a747b9405445277880c245bea6e,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/report.html,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/report.html,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-f9af2517d052b9cbd021c980,reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/report.md,file,8410,12fbe01f06cd906ec046a6a1c073d3c78fbb2e063dfe7280c039b1f02bdc260f,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/report.md,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/photodehalogenation_conversion_percent/report.md,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-ba9a2fd3c9cbaf4c2883884d,reports/derived/yonod/formal_configs/shields_yield_percent,dir,0,,excluded,directory-entry,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent,provenance/artifact-inventory.csv#dataset-artifact-ba9a2fd3c9cbaf4c2883884d,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-3882447a7d386851fe08ea59,reports/derived/yonod/formal_configs/shields_yield_percent/metrics_summary.csv,file,4586,aa9d9afd7c985c79b5d738dcdeb72ad40852b66d723c0e94dced848e984c2a3e,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/metrics_summary.csv,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/metrics_summary.csv,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-074287f5f6f341e0d8ccb7ef,reports/derived/yonod/formal_configs/shields_yield_percent/pictures,dir,0,,excluded,directory-entry,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures,provenance/artifact-inventory.csv#dataset-artifact-074287f5f6f341e0d8ccb7ef,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-0fdca2015c6fe9b22859c395,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_autogluon.png,file,47473,9330a8f0895b467c35e6f4baf8ce9742a78f416d8056ac4f1e1e61c148df1fa0,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-4a9ec9590fcbf97b9f1e46a2,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_rf.png,file,60698,cdf45ef9b406cb21b0b1d29c6136adea6520314e5bff729e89cefe88f20f0d8b,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-b6e76a01f27491a26f157cfa,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_svm.png,file,56932,b3b6bd050bd11059c958b719dd524561fdd27ea961dc7999bb5e84cb2318548c,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-4899b9869bd0843f9b966018,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_xgb.png,file,60131,35cc86903bd53b96d0b9268cee3b74b8d64803d39ecd70414187d13e89abfbc3,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_drfp_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-ceb66dd87aedb3ade3e76c70,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_autogluon.png,file,60469,96e3cc6043a718c4f1509c65c72cf353149d11ec8a773ae405dd0b4e2e6cee0c,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-913b744594481c981315b90a,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_rf.png,file,114176,bd4f7eced0b82c1c1524c5a4860685b8c93f96af8bd1e57cb2255a7dd0ff9015,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-d8779d4d1f934758db1a4718,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_svm.png,file,41083,ad7a3fe9c23bbd2eccdc93fcf1cdcf8115704910c58881ea4cb8d647a40b2217,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-505d0300d8771dbca0b41fbd,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_xgb.png,file,113493,24e2ece14ef280b7363532eda29cb69aa9a898c9d4126325e3f21af612792b55,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_fisd_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-7e903e916f389362c314f509,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_autogluon.png,file,60708,ef4e0272a01ea1eec663fa7353be031e63e98ff5aab4bd1e57ab5ded289d93d4,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-c0b15c26f8ae24a0d054ef04,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_rf.png,file,113110,e4c74d7a077aa8f806047a8f9ac23c1c995c879bdcb8dd981a35e36d4b7c6864,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-21e74df29d29bf7b541062aa,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_svm.png,file,92359,1ea1ec31db294c2f918a0764c19e95571c1debdf7ea2aecb4349d324e46bed5f,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-8b3099ab3474361054db887b,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_xgb.png,file,113370,11c8dfe5a69029839fb4c477c9ed4a61db24dc942669380a357c933ecd21d7fd,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maccs_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-2ba07ca34e74682279f7f446,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_autogluon.png,file,60459,272712dfc9622a5f7d1731ffbe4ecd2f6c6309d3eab023f72942241b02528dd0,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-a13adb4663fba20255257d70,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_rf.png,file,107938,af8a9d28c4bb1b4147ea15804eabad03db499f7814c338175ef36247e5411530,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-329d0bb623514e55a2945bee,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_svm.png,file,81513,47f75318140208387b2e34a9118d47efabdb1f6586ce70c3ffbde765587188a0,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-87bb231a1e22724733c719bc,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_xgb.png,file,106214,71e5b989d4fca3b28d124db24cb453ed99b7448eb21990b01528594a30c9371a,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_maf_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-b3c2d5b348ce17806d23fb8e,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_autogluon.png,file,60764,619b5830595b73e685fc5d4f944607aa4bb72d749bb00b643a92894fcde4c4b7,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-4b9113042d1cd2c0c083257c,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_rf.png,file,109332,a75a70d61f6bc193595743ba1262e12d0cca607217b7fb60319d21562321a665,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-3e531559305bd851438beb23,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_svm.png,file,87844,9b841a8303eb313303f885cb0f210b6012d09e448782eab7465555500a48a172,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-fae331d664ab1957365c25ae,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_xgb.png,file,106886,d92a03b4161ba0f646ea5fe7a32eddf54e4ff1207496001e44a21519e1da63ef,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_molmetalm_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-4f886e2aca3998aa7f055e01,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_autogluon.png,file,60819,3e005f8781d0372663d8304f45012c9e3bafb63530708d50c27580c21682d7f2,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-8f0506f93a01ed4f44f46324,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_rf.png,file,108587,17b912565fb720b79d07a0d5736675306d4e095074d299151a02d98506183178,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-ad67c3151f5043c31c56f4d2,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_svm.png,file,98695,e0fdcd532e2af1d5f7d5196f155528cba4cce28f2bf383c9ce50d88ab20d4a12,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_svm.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_svm.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-4923eb28b625d1adc3c6a1ee,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_xgb.png,file,103890,5e01dfdb4f6384e3e6e9585368a583bdda92da82cb92fda732580d92e7295b32,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_xgb.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_morgan_xgb.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-f7740509ba82cff668b9247e,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_rdkit2d_autogluon.png,file,60899,d010cf45e952c49a4e9af8ba175807732a5162844646418f8d3669f2c8bfa834,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_rdkit2d_autogluon.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_rdkit2d_autogluon.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-f697013092ad306c01e65795,reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_rdkit2d_rf.png,file,114003,cc3f95ba09bf16f26176b7bf75891c5edb3b92be861d1bfbf88ba8c68cf56c9d,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_rdkit2d_rf.png,intermediate/90-legacy-needs-review/pending-audit/reports/derived/yonod/formal_configs/shields_yield_percent/pictures/scatter_rdkit2d_rf.png,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
